panel	slide name	class	segment	area	nuclei	Segment	NegGeoMean_Hsa_WTA_v1.0	NegGeoSD_Hsa_WTA_v1.0	GenesDetected	GeneDetectionRate	DetectionThreshold	q_norm_qFactors
DSP-1001250007864-D-H02.dcc	WTX	disease3	DKD	PanCK-	71817.92	421	PanCK-	34.2633078561499	1.35515734687967	6257	0.338143104193688	>15%	3.27671061670161
DSP-1001250007864-D-H03.dcc	WTX	disease3	DKD	PanCK+	37316.7	323	PanCK+	21.5555211084828	1.40650452966451	7275	0.393158236057069	>15%	2.62136849336128
DSP-1001250007864-D-H04.dcc	WTX	disease3	DKD	PanCK-	102112.73	565	PanCK-	40.0107770670929	1.33478176987803	7310	0.39504971897968	>15%	3.9730116227507
DSP-1001250007864-D-H05.dcc	WTX	disease3	DKD	PanCK+	18398.69	162	PanCK+	8.99290886973186	1.47889429605682	10115	0.546638564634674	>15%	1.47451977751572
DSP-1001250007864-D-H06.dcc	WTX	disease3	DKD	PanCK-	85148.24	490	PanCK-	20.726172414305	1.41642742800597	8119	0.43876999567661	>15%	2.49849184523497
DSP-1001250007864-D-H07.dcc	WTX	disease3	DKD	PanCK+	34778.48	293	PanCK+	33.0024805377258	1.35967495178587	8076	0.436446173800259	>15%	3.89109385733316
DSP-1001250007864-D-H08.dcc	WTX	disease3	DKD	PanCK-	87237.5	758	PanCK-	32.5251492978079	1.34302604686796	8389	0.453361435365326	>15%	3.52246391295423
DSP-1001250007864-D-H09.dcc	WTX	disease3	DKD	PanCK+	23435.74	201	PanCK+	16.1337244775826	1.36928592026376	8948	0.48357111975789	>15%	2.08890301814727
DSP-1001250007864-D-H10.dcc	WTX	disease3	DKD	PanCK-	78840.79	714	PanCK-	24.5634396172439	1.33015783737036	10113	0.546530479896239	>15%	2.94903955503144
DSP-1001250007864-D-H11.dcc	WTX	disease3	DKD	PanCK+	25414.45	211	PanCK+	3.76594759782011	1.78302899611615	9087	0.491083009079118	>15%	0.860136536884171
DSP-1001250007864-D-H12.dcc	WTX	disease3	DKD	PanCK-	102140.65	612	PanCK-	8.66392509306134	1.48590282728886	7181	0.388078253350627	>15%	1.18780759855433
DSP-1001250007868-B-C02.dcc	WTX	disease2B	DKD	PanCK-	74251.72	269	PanCK-	5.5177727588632	1.64112964906958	4082	0.220600951145698	>15%	0.778218771466631
DSP-1001250007868-B-C03.dcc	WTX	disease2B	DKD	PanCK+	17370.78	133	PanCK+	2.494950592081	1.85916252576033	3464	0.187202766969304	>15%	0.409588827087701
DSP-1001250007868-B-C04.dcc	WTX	disease2B	DKD	PanCK-	81639.25	216	PanCK-	6.84163672580112	1.51552324434067	3701	0.200010808473844	>15%	0.778218771466631
DSP-1001250007868-B-C06.dcc	WTX	disease2B	DKD	PanCK-	73735.65	187	PanCK-	9.3743266979264	1.47819192213926	5151	0.27837224383917	>15%	1.31068424668064
DSP-1001250007868-B-C08.dcc	WTX	disease2B	DKD	PanCK-	68227.62	208	PanCK-	9.25997142849744	1.5607180812325	3757	0.203037181150022	>15%	1.14684871584556
DSP-1001250007868-B-C09.dcc	WTX	disease2B	DKD	PanCK+	12227.75	110	PanCK+	2.59669389505819	1.8643537508599	3777	0.204118028534371	>15%	0.491506592505241
DSP-1001250007868-B-C10.dcc	WTX	disease2B	DKD	PanCK-	78998.74	276	PanCK-	11.6094145665662	1.47006173998779	5793	0.313067444876783	>15%	1.84314972189465
DSP-1001250007868-B-C12.dcc	WTX	disease2B	DKD	PanCK-	46423.18	150	PanCK-	5.24708661374874	1.66601248337495	3865	0.208873757025508	>15%	0.737259888757861
DSP-1001250007868-B-D02.dcc	WTX	disease2B	DKD	Geometric Segment	23724.39	132	Geometric Segment	3.00180672100356	1.79326800459173	3611	0.195146995244272	>15%	0.491506592505241
DSP-1001250007868-B-D03.dcc	WTX	disease2B	DKD	Geometric Segment	15825.42	89	Geometric Segment	2.05577301423883	1.86961058026678	1981	0.107057933419801	10-15%	0.28671217896139
DSP-1001250007868-B-D04.dcc	WTX	disease2B	DKD	Geometric Segment	23053.23	125	Geometric Segment	2.53424314898488	1.86869628601209	2696	0.14569822741029	10-15%	0.368629944378931
DSP-1001250007868-B-D07.dcc	WTX	disease2B	DKD	Geometric Segment	24020	131	Geometric Segment	4.87589984765679	1.65499848213733	1440	0.0778210116731518	5-10%	0.450547709796471
DSP-1001250007868-B-D08.dcc	WTX	disease2B	DKD	Geometric Segment	30831.81	155	Geometric Segment	5.68277243335324	1.66691024176746	2578	0.139321227842629	10-15%	0.655342123340321
DSP-1001250007868-B-D09.dcc	WTX	disease2B	DKD	Geometric Segment	25241.13	133	Geometric Segment	3.59730398336805	1.88954525779629	2207	0.119271508862949	10-15%	0.491506592505241
DSP-1001250007868-B-D10.dcc	WTX	disease2B	DKD	Geometric Segment	20817.85	124	Geometric Segment	2.22453130621625	1.85055534960374	2602	0.140618244703848	10-15%	0.327671061670161
DSP-1001250007868-B-D11.dcc	WTX	disease2B	DKD	Geometric Segment	37763.21	184	Geometric Segment	2.82248542353787	1.89447831814246	1688	0.0912235192390834	5-10%	0.368629944378931
DSP-1001250007868-B-D12.dcc	WTX	disease2B	DKD	Geometric Segment	35559.96	203	Geometric Segment	3.96875549828834	1.75580903906224	2677	0.144671422395158	10-15%	0.532465475214011
DSP-1002510007866-C-D10.dcc	WTX	normal2B	normal	PanCK+	8313.84	64	PanCK+	13.5357156233795	1.31867886084926	3443	0.186067877215737	>15%	1.06493095042802
DSP-1002510007866-C-D11.dcc	WTX	normal2B	normal	PanCK-	96174.64	295	PanCK-	30.3570054594444	1.26248142011214	4809	0.259889753566796	>15%	2.66232737607005
DSP-1002510007866-C-D12.dcc	WTX	normal2B	normal	PanCK+	6364.16	49	PanCK+	9.65539541846191	1.44506385027665	127	0.00686338089061824	<1%	0.532465475214011
DSP-1002510007866-C-E01.dcc	WTX	normal2B	normal	PanCK-	60662.64	177	PanCK-	15.2937241633295	1.41586210717482	4054	0.219087764807609	>15%	1.6383553083508
DSP-1002510007866-C-E02.dcc	WTX	normal2B	normal	PanCK+	21252.87	155	PanCK+	9.26763048509472	1.4829294674662	6034	0.326091655858193	>15%	1.47451977751572
DSP-1002510007866-C-E03.dcc	WTX	normal2B	normal	PanCK-	85405.91	352	PanCK-	26.6003389813328	1.34026367161962	5858	0.316580198875919	>15%	3.1538339685753
DSP-1002510007866-C-E04.dcc	WTX	normal2B	normal	PanCK+	7349.79	60	PanCK+	3.92434392321393	1.63649168947926	4931	0.266482922611327	>15%	0.655342123340321
DSP-1002510007866-C-E05.dcc	WTX	normal2B	normal	PanCK-	66892.02	200	PanCK-	25.3093418607405	1.33691464105826	4170	0.225356679636835	>15%	2.37561519710866
DSP-1002510007866-C-E06.dcc	WTX	normal2B	normal	PanCK+	11468.34	93	PanCK+	3.80898440619741	1.79335042517098	4193	0.226599654128837	>15%	0.737259888757861
DSP-1002510007866-C-E07.dcc	WTX	normal2B	normal	PanCK-	118494.68	412	PanCK-	34.2087327054018	1.28772297004484	5442	0.294098573281453	>15%	3.563422795663
DSP-1002510007866-C-E08.dcc	WTX	normal2B	normal	PanCK+	12457.97	106	PanCK+	5.41477829847554	1.69945515548037	4268	0.230652831820147	>15%	0.901095419592941
DSP-1002510007866-C-E09.dcc	WTX	normal2B	normal	PanCK-	160617.85	407	PanCK-	33.8034436981122	1.28372335705905	5720	0.309122351923908	>15%	3.52246391295423
DSP-1002510007866-C-E10.dcc	WTX	normal2B	normal	Geometric Segment	24103.13	151	Geometric Segment	5.65444299315516	1.655612555986	3780	0.204280155642023	>15%	0.819177654175401
DSP-1002510007866-C-E11.dcc	WTX	normal2B	normal	Geometric Segment	25156.07	161	Geometric Segment	6.17771165856936	1.61321088303431	3572	0.19303934284479	>15%	0.819177654175401
DSP-1002510007866-C-E12.dcc	WTX	normal2B	normal	Geometric Segment	22744.19	118	Geometric Segment	5.26236634270289	1.74254516485857	2913	0.15742542153048	>15%	0.696301006049091
DSP-1002510007866-C-F01.dcc	WTX	normal2B	normal	Geometric Segment	25428.34	138	Geometric Segment	6.06540331996373	1.72077174996523	3758	0.203091223519239	>15%	0.901095419592941
DSP-1002510007866-C-F02.dcc	WTX	normal2B	normal	Geometric Segment	23616.15	146	Geometric Segment	6.72145661530642	1.56958815309237	4309	0.232868568958063	>15%	0.942054302301711
DSP-1002510007866-C-F03.dcc	WTX	normal2B	normal	Geometric Segment	19466.75	137	Geometric Segment	6.35682376078513	1.58645718792206	4520	0.244271508862949	>15%	0.901095419592941
DSP-1002510007866-C-F04.dcc	WTX	normal2B	normal	Geometric Segment	26072	139	Geometric Segment	5.79131255060081	1.68016865590942	3647	0.1970925205361	>15%	0.819177654175401
DSP-1002510007866-C-F05.dcc	WTX	normal2B	normal	Geometric Segment	17504.12	89	Geometric Segment	5.07474947036357	1.72031152303546	2624	0.141807176826632	10-15%	0.655342123340321
DSP-1002510007866-C-F06.dcc	WTX	normal2B	normal	Geometric Segment	14347.54	76	Geometric Segment	2.18733120092656	1.824908649518	3305	0.178610030263727	>15%	0.368629944378931
DSP-1002510007866-C-F07.dcc	WTX	normal2B	normal	Geometric Segment	18453.14	129	Geometric Segment	2.8620181156184	1.80800563441452	4376	0.236489407695633	>15%	0.573424357922781
DSP-1002510007866-C-G10.dcc	WTX	disease1B	DKD	PanCK+	11510.39	115	PanCK+	6.78756132151459	1.61876506098842	2719	0.146941201902291	10-15%	0.737259888757861
DSP-1002510007866-C-G11.dcc	WTX	disease1B	DKD	PanCK-	61035.47	289	PanCK-	13.6169112326383	1.4373036390979	2628	0.142023346303502	10-15%	1.18780759855433
DSP-1002510007866-C-G12.dcc	WTX	disease1B	DKD	PanCK+	10672.48	114	PanCK+	3.98602569553814	1.79457000550655	1945	0.105112408127972	10-15%	0.450547709796471
DSP-1002510007866-C-H01.dcc	WTX	disease1B	DKD	PanCK-	70102.8	239	PanCK-	10.8586907816716	1.48238438821016	2033	0.109868136619109	10-15%	0.901095419592941
DSP-1002510007866-C-H03.dcc	WTX	disease1B	DKD	PanCK+	15331.41	131	PanCK+	7.04253957692603	1.7037545804886	2659	0.143698659749243	10-15%	0.860136536884171
DSP-1002510007866-C-H04.dcc	WTX	disease1B	DKD	PanCK-	120199.59	384	PanCK-	27.2750708368121	1.34220339167842	2932	0.158452226545612	>15%	2.12986190085604
DSP-1002510007866-C-H05.dcc	WTX	disease1B	DKD	PanCK+	24825.61	225	PanCK+	9.36092969987258	1.45901139886663	3713	0.200659316904453	>15%	0.942054302301711
DSP-1002510007866-C-H06.dcc	WTX	disease1B	DKD	PanCK-	184639.44	691	PanCK-	35.6004455371386	1.28877571944196	3185	0.172124945957631	>15%	2.66232737607005
DSP-1002510007866-C-H07.dcc	WTX	disease1B	DKD	PanCK+	8595.7	49	PanCK+	2.9926542841156	1.82388782333234	2169	0.117217898832685	10-15%	0.368629944378931
DSP-1002510007866-C-H08.dcc	WTX	disease1B	DKD	PanCK-	67263.41	346	PanCK-	11.1487734321935	1.45268746784668	3944	0.213143104193688	>15%	1.14684871584556
DSP-1002510007866-C-H09.dcc	WTX	disease1B	DKD	PanCK+	9549.2	102	PanCK+	4.94771870387817	1.73307885673256	1487	0.0803610030263727	5-10%	0.491506592505241
DSP-1002510007866-C-H10.dcc	WTX	disease1B	DKD	PanCK-	67032.55	232	PanCK-	18.772557465284	1.39764610598487	1845	0.0997081712062257	5-10%	1.35164312938941
DSP-1002510007866-C-H11.dcc	WTX	disease1B	DKD	Geometric Segment	17039.36	127	Geometric Segment	2.03396937908639	1.77931827528743	2734	0.147751837440553	10-15%	0.28671217896139
DSP-1002510007866-C-H12.dcc	WTX	disease1B	DKD	Geometric Segment	21155.03	147	Geometric Segment	2.61983121541942	1.93447224852542	2216	0.119757890185906	10-15%	0.368629944378931
