SampleID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50	class	Segment	Scan	Patient
DSP-1001250007868-B-D04.dcc	11.224593948078	9.35468759138942	-1.59938458426679	-3.99132625893225	8.28315760545487	1.58932608409636	3.91559660959098	-1.51125756232931	-2.29697113653442	-4.91433887517754	0.484659852514359	3.62267260146015	5.4080792538648	1.97753339966764	4.16135893623576	-0.0266107936790437	0.300255582088185	2.60570786595323	-0.539659672492457	0.457192571619021	2.96147065960094	-0.972350138125923	-1.20212789737497	-3.09374104310114	1.874095995294	0.393352193008088	-0.976827542480286	-2.01606460431205	-2.99122823736318	-1.91717333352088	2.54481870074531	-3.00421825045174	0.415004817178332	-2.59308818097067	-2.61594177822711	-0.863083067536048	1.98644189771598	-1.33898187056358	0.238215403095682	0.472381005752617	2.1141607574548	2.17048028362008	1.51221425356772	0.777849863985143	-0.939441192463643	0.424251194119654	0.835049326758242	0.0781357905858192	0.366912137538506	0.129695955664457	DKD	Geometric Segment	Scan_05	Pt_05
DSP-1001250007868-B-D07.dcc	7.60622444466901	5.32772467633254	1.92798721868807	-3.2387508404071	5.48966456915159	1.09253082940501	1.88063005043375	-0.275457905059365	-4.28035361748082	-2.77202686522001	0.439044226286789	-1.36749483764388	2.85920301167205	1.90219918767052	0.118154243123002	-0.990045536489369	-3.8600796523801	2.5574953381903	1.42680281967197	0.540021130300467	0.904982773056694	0.513723260869899	-0.25190163736996	0.465742895566604	-0.576828818140262	-2.32399677880297	-0.578239533920329	-2.05241080766654	1.85694061748652	-2.27502455688215	0.50753445652192	-1.1741966306602	1.54091015300212	0.949390534756138	0.284858816151133	-0.973594050876279	-1.07421703690091	-0.75421831899944	0.236122610649767	-2.26788731628674	-0.518802212809913	0.54839114178573	-0.414967107211816	1.69023912726597	2.20694252171886	2.7338580308989	-0.116691927428459	3.03808941774071	1.17478049331131	0.177145931532573	DKD	Geometric Segment	Scan_05	Pt_05
DSP-1001250007868-B-D08.dcc	10.2851259304683	6.90078015574006	3.65616892491796	-6.40803281309691	6.80675603218516	-4.68321324147965	1.29153824785614	-0.205915763666291	-3.67881979353147	-1.44331610550771	6.18330496476813	1.84071179829139	-4.91696565046125	-1.42976049676362	-0.421896267327127	-5.41306218776215	-2.32402908873204	2.88697214355927	1.29338207006719	-1.13605881569268	0.0260340634469628	-0.799960683313756	2.20624100680853	0.8323449518177	0.647990909789621	1.14666461025849	-4.16689157863173	0.111792807271465	-1.55788760335208	-0.549011111316261	-0.897813615983943	1.23597859765926	0.745285789492542	0.959612696127113	2.04234777920958	1.16946788765833	-0.414151028086286	1.68343181041881	-0.0148797642826589	1.8933498820875	0.334791156324759	0.199246863306464	3.30702709610063	-0.0675604732295624	2.19327832139024	-1.25378129593777	1.76442998052359	0.682618960093387	-2.69462569139513	-1.08080475479623	DKD	Geometric Segment	Scan_05	Pt_05
DSP-1001250007868-B-D09.dcc	12.7928759968791	4.25122694707604	0.325201267980944	-7.62170242268932	4.68241694721334	-1.2860338793952	2.52082394424707	0.745499043958236	-5.29364469101729	-5.20158934376647	0.462641339991335	1.33735541636397	-2.69286110996327	0.537271636126254	-0.0531698179881217	-2.92523724388501	-1.03036604206879	5.25973832380464	0.22499636560146	1.38910174395728	1.64710871985158	0.396357375773165	1.74499709939545	-0.542588255123084	-1.222133646702	0.32103164828216	1.65894872988193	0.863323851726456	1.30032471004793	-1.83030010752416	-0.661819687612606	0.541921863010498	-1.96615671530328	1.12857765488314	-1.58805031393424	-2.73305262586745	1.05386828879345	1.72805921466757	-0.37195917412514	1.71480577668273	-0.943349586491367	-1.20382548492608	-1.43602219638497	-1.7226257572172	-2.98232088376033	2.0102347797336	0.520268240638961	1.03072377695045	-0.725032152200382	-0.762232300515807	DKD	Geometric Segment	Scan_05	Pt_05
DSP-1001250007868-B-D10.dcc	10.3531088597516	8.80136671654045	1.10542175975673	-4.92075999267002	8.63301440359242	-0.414100412280544	2.26278809759863	-0.29264157742889	-3.43626883056376	-5.65009607744019	3.79500223590678	1.40820023317691	1.17913900494017	1.86442110419354	2.86183477561894	1.15726737187717	-0.84570533396585	0.604304636943933	-2.02419131192787	-0.205282684958258	3.53921502479474	-0.568013267411487	0.746151346666907	-1.82198336191627	-0.983628378396009	-1.78898710900539	-1.87647949294939	-0.49768482694748	-0.224956837414127	2.42561309419371	-1.59003668091229	3.06967177932861	-0.610115935141177	0.32076451317903	2.08495196706933	0.484309306653147	2.5167209708959	-0.841490967079823	0.85418527888984	-3.37657651791483	-1.42127485515486	-0.486448934656837	-3.04696153100283	-1.05961821274132	1.18922190246697	0.446846244241524	0.327330251762138	-1.68882864131845	0.433982884315147	1.91009568910292	DKD	Geometric Segment	Scan_05	Pt_05
DSP-1001250007868-B-D11.dcc	5.22391649956574	7.70870069357864	3.16388942494552	-3.59774221343835	5.26853301892361	-1.83343664382452	3.56489330632697	-0.294994090842709	-4.72891198482883	-7.12581222663052	2.79010520254187	0.0119958227058821	1.39859838720129	3.19690992788194	1.68161611990281	0.370604334784978	-0.686448829308428	4.09197379235083	0.077541275616238	0.920884273271576	-0.560377813974792	0.595166120281492	-1.39784592156656	0.874410593677561	0.0064943188253949	0.283594275519068	0.703464478955296	1.23743463951705	-0.212398444505172	0.223519685491986	-0.116919648368617	1.15067349595871	-0.530090286594865	-0.88224208226119	1.03865784710247	0.46027434171917	-2.03057760551606	-0.788350027441996	0.0717512354949086	-0.273087779739898	1.83783148959712	-0.699059576220801	-0.0540506777838364	0.277506113831763	-0.611793951197627	-3.78190565809232	-0.424284089055104	-5.22311445392859	0.404648739021533	0.272916331983388	DKD	Geometric Segment	Scan_05	Pt_05
DSP-1001250007868-B-D12.dcc	6.15000493807202	6.98583671429708	0.44643030080315	-5.95252478532874	7.25320535421819	-2.10871686294731	5.37509907709286	-2.2452545649159	-2.51447162286166	-8.83787386335757	3.87622344619121	-2.23467288977524	3.35152584372425	2.59552438899222	1.02192207014283	-0.0517959780009105	0.19501644175547	0.850428142888004	0.0596628067706002	-0.146196681639945	-0.0978236654657621	-0.268711991128946	0.603890266761221	2.58485069202776	-0.165384071252629	0.355581141083822	1.10266927801061	0.537408585666443	-0.882841241649071	0.651987884190546	-0.339333838398504	-0.718125092375682	-0.482167249040435	-0.325964223055732	1.12041498292805	0.523209716657999	-2.10974551666292	1.74988721230537	0.367732626954566	-0.0160934714314068	-2.87903765647299	0.136362239591066	-0.884523022831908	-0.0584197784864742	0.627878461590169	0.246679494076834	0.509829797488099	1.1455387700525	1.09580381288675	-0.5072030647671	DKD	Geometric Segment	Scan_05	Pt_05
DSP-1002510007866-C-D10.dcc	-23.4176946478508	-6.2232847021693	-5.87076225239715	-0.746236156893464	-1.04666862692851	6.80860085821247	0.568875086990603	3.14811244277656	-1.66547827926225	0.894519332400199	-2.04055230917296	-3.59570689311306	1.36310502251635	1.33917097894106	1.08413224509454	-3.76282472911924	-1.11910629820984	1.46533778442622	0.231124765548703	-0.392694535929632	0.265992844982681	-0.117865179916704	-2.13424854318831	-0.456423487411206	0.660637198518273	-0.952961681109256	-1.36567566030884	1.25304850841848	0.476975523947238	1.13915392092269	-0.502687755903475	1.2728910137488	-0.760347928145128	0.284295906009664	-0.430266147940384	0.358987763022392	-0.417828524962686	0.399869352920854	-0.144968137162292	-0.748013274826724	0.833636441580276	0.338154567013111	-0.486415962923525	0.0965584866952591	-0.302399503998919	0.510462453224262	-0.954411159253732	0.322889855192283	1.72706434340568	0.401784679212213	normal	PanCK+	Scan_06	Pt_06
DSP-1002510007866-C-D11.dcc	-25.5042769962604	15.9901740925081	3.07157058857918	2.27517213177638	-3.69483056597976	5.63134954032444	2.35868582276593	4.24679179812607	3.89899437267089	1.9307862149955	-1.40141966703624	-2.53009496776358	-0.760372757685432	1.00287691892805	1.07526945864584	-1.5727812022951	-0.048905548190886	-0.0275595679437678	1.64840031505743	1.18336083729446	1.19286660391946	-2.52716260994332	-0.585293019164738	0.481033514833727	-1.13292844390646	1.24148682219312	-0.126684669243968	0.545764243256061	-1.4606031868676	0.921336534201263	1.43738503293976	-0.408395518474835	0.219852158309124	0.201341328384324	-0.048748727664147	0.591598328005564	-0.318451943109675	0.0754816611766423	0.104970817732903	0.23782718048237	-0.455266755218681	-0.331154254739635	-0.0363437762388915	0.361920877527861	0.103722157072886	0.20498130260472	0.389717658280733	-0.266701344888618	-0.749471244821326	0.0933364613837253	normal	PanCK-	Scan_06	Pt_06
DSP-1002510007866-C-D12.dcc	-11.6729432600027	-7.56121051673314	5.05240042049341	3.4774163649765	-3.1153841843366	2.53716056935005	0.499443524409196	-0.596022369334764	-10.7400259901966	0.360175718083412	-10.953118850586	-10.38164721328	4.96778092422957	2.9279829138274	1.85941559795677	-7.49390287328013	-5.10041758249353	2.60768618501088	-0.533798204846971	-0.236319123993306	-3.30678123428478	-4.94889569034292	-1.72642107814816	0.841145885025473	0.312821734484445	-1.29521152900334	-2.10067021529367	0.487690312799145	0.865713482543635	0.373150528285538	-0.898546098622729	0.921547180012012	-0.977196200879754	2.45931937971432	-1.04128381979665	1.01494461983818	1.28421288746205	0.381391468708956	-0.87528073349916	-1.47729396322386	1.03583170611899	-1.10378929251903	1.0964927734804	0.865905218649851	-0.17172012528587	-1.34050995233999	-1.26120209087839	0.358995725658823	0.0413962779930675	-1.13773318630498	normal	PanCK+	Scan_06	Pt_06
